,ID,User,Tweets,fav_count,rt_count,tweet_date
80,1259407566486097920,Joe from AC,"RT @charliekirk11: America needs answers about the Michael Flynn case:

What did Obama know and when did he know it?

Same for Joe Biden.…",0,3126,2020-05-10 08:58:57
81,1259407566196498432,Chickiedumplin,"RT @sethjlevy: So it all timed up. 

The Flynn case blows up. 

Evidence starts to pour out. 

Obama is in the crosshairs along with all of…",0,328,2020-05-10 08:58:57
82,1259407564921466887,susan tubbs,"RT @DavidJHarrisJr: There's no more denying it, Joe Biden was involved in the Russia collusion hoax and the American people want answers! h…",0,572,2020-05-10 08:58:56
83,1259407564263100416,JHN,"RT @charliekirk11: Barack Obama:

Targeted conservatives with the IRS

Targeted journalists who wrote unfavorably about him

Targeted his p…",0,9881,2020-05-10 08:58:56
84,1259407549910192128,washumom,RT @usatodayDC: It didn't take long for the Joe Biden campaign to respond with a tweet showing the scene in which rebel Luke Skywalker dest…,0,1073,2020-05-10 08:58:53
85,1259407548874096641,Annette Doerner,RT @mmpadellan: I don't want to hear any more damn stories or accusations of Joe Biden until the media starts hammering trump on the 25 or…,0,4435,2020-05-10 08:58:52
86,1259407512656392193,My Info,"RT @biden_brigade: #BREAKING 

#TaraReade worked in disbursements-accounts payable in Joe Biden´s office.
Its naturally totally out of the…",0,91,2020-05-10 08:58:44
87,1259407511536521221,Jo Lloyd,"RT @charliekirk11: This is your daily reminder that all 83 ethics complaints against Justice Brett Kavanaugh were dismissed &amp; multiple ""acc…",0,5234,2020-05-10 08:58:44
88,1259407506683518976,Vee7,RT @theblaze: VIDEOS: Joe Biden said in 2008 and 2012 that he almost got arrested for chasing a 'lovely group of women’ into an all-female…,0,49,2020-05-10 08:58:42
89,1259407497317801984,Julio Mazariegos,"@Debwrightjones @GGlocksX @conservativma @tagruber @TomWick15 @Cannoli_Joe @tahntahn76 @Ytweek1 @Kag20Kag @militarysweep2 @Mr_Clean0007 @shipmate68 @JamesQDoe @RealBFolks @MeltingInMarana @heavenshalfacre @sarti_jaq @MAGABoss2A @EinsteinsMagic ""I am so crooked &amp; just love to lie, while burning our 🇺🇸 on the 4th of July, while I'm in love with Joe Biden!? Oh my! I just wanna fall down(again) &amp; cry!",0,0,2020-05-10 08:58:40
90,1259407477373669376,M. R. Hessom,"RT @JoeBiden: Two years ago, Donald Trump withdrew from the Iran Deal. This week, he vetoed a war powers resolution that would've prevented…",0,6363,2020-05-10 08:58:35
91,1259407449808920584,Stacy Rumpf,"RT @SovernNation: .@BarackObama blasts Trump’s handling of #coronavirus as “an absolute chaotic disaster, “ tells Obama admin alums he “wil…",0,687,2020-05-10 08:58:29
92,1259407431127293953,THE IMMIGRANT,"RT @DavidJHarrisJr: There's no more denying it, Joe Biden was involved in the Russia collusion hoax and the American people want answers! h…",0,572,2020-05-10 08:58:24
93,1259407429168762880,Sandra,RT @mmpadellan: I don't want to hear any more damn stories or accusations of Joe Biden until the media starts hammering trump on the 25 or…,0,4435,2020-05-10 08:58:24
94,1259407425737830400,Charles Goodwin,"RT @PatTheBerner: CENTRISTS: Look, Tara Reade is probably telling the truth, but we're stuck with Joe Biden.

REALITY: People holding offic…",0,59,2020-05-10 08:58:23
95,1259407422122192902,G,RT @eatinginmycar: This woman just asked me if I've ever been raped when I said Joe Biden is a rapist https://t.co/x0UO5sT7Nz,0,607,2020-05-10 08:58:22
96,1259407418473058305,Gabe,"RT @catturd2: What did Joe Biden know and when did he forget it, and when did he remember it again, and when did he forget it again?",0,2570,2020-05-10 08:58:21
97,1259407401536466945,VegasPatriot⭐️⭐️⭐️🇺🇸,"RT @sethjlevy: So it all timed up. 

The Flynn case blows up. 

Evidence starts to pour out. 

Obama is in the crosshairs along with all of…",0,328,2020-05-10 08:58:17
98,1259407398252408833,Lucia Social Distancing Brawley,RT @mmpadellan: I don't want to hear any more damn stories or accusations of Joe Biden until the media starts hammering trump on the 25 or…,0,4435,2020-05-10 08:58:17
99,1259407396725837824,Shar Mason,"RT @kylegriffin1: Joe Biden has greenlighted a major hiring spree to shore up his campaign for the general election.

The moves will includ…",0,1172,2020-05-10 08:58:16
100,1259407384209797120,#IFightForThem🌹,"RT @hollyotterbein: Source flagged that Ron Klain, Joe Biden’s longtime adviser, retweeted this yesterday.

Biden’s allies have said they’v…",0,360,2020-05-10 08:58:13
101,1259407360679981056,Elizabeth Vallini,"RT @DavidJHarrisJr: There's no more denying it, Joe Biden was involved in the Russia collusion hoax and the American people want answers! h…",0,572,2020-05-10 08:58:08
102,1259407345504997376,dozors,"RT @sethjlevy: So it all timed up. 

The Flynn case blows up. 

Evidence starts to pour out. 

Obama is in the crosshairs along with all of…",0,328,2020-05-10 08:58:04
103,1259407342879137792,Neon,RT @cherokeesher2: 😁👉👉Tara Reade says she's leaving Democratic Party after response to Joe Biden allegations https://t.co/P37BcP5zhL via @n…,0,183,2020-05-10 08:58:03
104,1259407335203561472,🐝 PButtigiegDemocrats,"RT @kylegriffin1: Joe Biden has greenlighted a major hiring spree to shore up his campaign for the general election.

The moves will includ…",0,1172,2020-05-10 08:58:02
105,1259407308293103616,🇺🇸🎆 VAL🎆🇺🇸,"RT @DavidJHarrisJr: There's no more denying it, Joe Biden was involved in the Russia collusion hoax and the American people want answers! h…",0,572,2020-05-10 08:57:55
106,1259407306808320000,Heveanhunter67,"RT @DavidJHarrisJr: There's no more denying it, Joe Biden was involved in the Russia collusion hoax and the American people want answers! h…",0,572,2020-05-10 08:57:55
107,1259407306741231620,Meshack Nyalama#the great.,RT @TheSunUS: Liberal comedian @billmaher says Dems should ignore Tara Reade's sexual assault allegation against @JoeBiden https://t.co/AhO…,0,1,2020-05-10 08:57:55
108,1259407301561053185,President Pepperpants #biden2020,RT @PhilipRucker: Some of Trump’s advisers described the president as glum and shell-shocked by his declining popularity. In private conver…,0,3406,2020-05-10 08:57:54
109,1259407279515992066,Richard gibb,"RT @sethjlevy: So it all timed up. 

The Flynn case blows up. 

Evidence starts to pour out. 

Obama is in the crosshairs along with all of…",0,328,2020-05-10 08:57:48
110,1259407275439030273,Not Me—Us,"RT @PatTheBerner: CENTRISTS: Look, Tara Reade is probably telling the truth, but we're stuck with Joe Biden.

REALITY: People holding offic…",0,59,2020-05-10 08:57:47
111,1259407261073539073,Kate,"RT @BuckSexton: What Would Joe Biden Have Done Differently in Coronavirus Response? 

https://t.co/YKC10CPSj3",0,82,2020-05-10 08:57:44
112,1259407260666773505,FedUpElectorate,"@cspanwj @NationalMedAssn 2020 POTUS election results revealed.

Washington Journal

@cspanwj

This morning we're discussing campaign 2020. Who's your candidate: President Trump or Joe Biden?

President Trump 

 92.4%

Joe Biden

 7.6%

24,634 votes · Final results

6:10 AM · May 3, 2020·Twitter Web App",0,0,2020-05-10 08:57:44
113,1259407248322899976,Matt Caabs,"@HillaryClinton You're right !
 Then we vote for our incredible @POTUS Trump in a landslide.

If you had daughters would you even let Joe Biden near them?
Let alone take care of their medical needs even though he does do a digit probe well.",0,0,2020-05-10 08:57:41
114,1259407244887719936,sally fortune,"RT @charliekirk11: America needs answers about the Michael Flynn case:

What did Obama know and when did he know it?

Same for Joe Biden.…",0,3129,2020-05-10 08:57:40
115,1259407233936502784,Danny Harris,RT @TomFitton: Should Barack Obama and Joe Biden be questioned under oath by US Attorney John Durham?,0,5623,2020-05-10 08:57:37
116,1259407229347860481,JennK,RT @thebradfordfile: President Trump is running against voter fraud--not Joe Biden.,0,2420,2020-05-10 08:57:36
117,1259407228722913280,Ana Bergeron⭐️⭐️⭐️,"RT @sethjlevy: So it all timed up. 

The Flynn case blows up. 

Evidence starts to pour out. 

Obama is in the crosshairs along with all of…",0,328,2020-05-10 08:57:36
118,1259407212318842882,Leslie Smith,"RT @SovernNation: .@BarackObama blasts Trump’s handling of #coronavirus as “an absolute chaotic disaster, “ tells Obama admin alums he “wil…",0,687,2020-05-10 08:57:32
119,1259407203288723456,EG33614,RT @mmpadellan: I don't want to hear any more damn stories or accusations of Joe Biden until the media starts hammering trump on the 25 or…,0,4436,2020-05-10 08:57:30
120,1259407190395363328,American Angel 🇺🇸😇,RT @CHIZMAGA: So Al Franken gets kicked out of the Senate for a picture of him pretending to touch someone’s boobs yet there’s pictures all…,0,1217,2020-05-10 08:57:27
121,1259407181776138240,Susan Curtis,RT @mmpadellan: I don't want to hear any more damn stories or accusations of Joe Biden until the media starts hammering trump on the 25 or…,0,4436,2020-05-10 08:57:25
122,1259407180572372992,FedUpElectorate,"@cspanwj @mercatus @MichaelDFarren 2020 POTUS election results revealed.

Washington Journal

@cspanwj

This morning we're discussing campaign 2020. Who's your candidate: President Trump or Joe Biden?

President Trump 

 92.4%

Joe Biden

 7.6%

24,634 votes · Final results

6:10 AM · May 3, 2020·Twitter Web App",0,0,2020-05-10 08:57:25
123,1259407170380222464,MarkGB,"A conversation with Joe Biden @BidenInsultBot:
Good morning Joe, and thanks for taking the time to speak to me. Tell me, what do you say to those who suggest that you've become increasingly intolerant of criticism?",0,0,2020-05-10 08:57:22
124,1259407166827569152,🐾Dawn🐾🐶🐾,"RT @BidenWarRoom: @realDonaldTrump Please raise your hand ✋ if you’re ready to get Donald Trump out of the White House on November 3rd.

Th…",0,15,2020-05-10 08:57:21
125,1259407164629757952,Jay & Linda Cargill,RT @TomFitton: Should Barack Obama and Joe Biden be questioned under oath by US Attorney John Durham?,0,5623,2020-05-10 08:57:21
126,1259407157495283717,Kathryn Petersen,RT @mmpadellan: I don't want to hear any more damn stories or accusations of Joe Biden until the media starts hammering trump on the 25 or…,0,4436,2020-05-10 08:57:19
127,1259407132908118016,OldManTakeALookAtMyLife,RT @GOPChairwoman: Joe Biden needs to come clean. The American people deserve answers. https://t.co/QejyWOPMf2,0,1076,2020-05-10 08:57:13
128,1259407131167657984,Paul Sacca,Is he trying to out-Biden Joe Biden? https://t.co/rTrsPo1zgl,1,0,2020-05-10 08:57:13
129,1259407127514234880,Resist  Trump,"RT @kylegriffin1: California Gov. Gavin Newsom has endorsed Joe Biden.

""You're willing to reach out to people — never talk down to people,…",0,703,2020-05-10 08:57:12
130,1259407110695038979,Michael Mollard 🇦🇺,RT @theblaze: VIDEOS: Joe Biden said in 2008 and 2012 that he almost got arrested for chasing a 'lovely group of women’ into an all-female…,0,49,2020-05-10 08:57:08
131,1259407105582403584,CHRIS BYRNE🇮🇪👌🙏,RT @frfrankpavone: Catholic Bishop Says Stopping Abortion Should be a “Priority.” So Don’t Vote for Joe Biden https://t.co/6TalnzMvXP,0,15,2020-05-10 08:57:07
132,1259407097919418368,VoteGreen,"RT @FisGoing: @briebriejoy This episode was not a good look either

Young woman asks Biden critical questions about his campaign.

Joe's re…",0,240,2020-05-10 08:57:05
133,1259407095243235330,Michelle Harding,"RT @dbongino: People having a really bad day:
-Adam Schiff
-Jerry Nadler
-Jim Comey
-Andy McCabe
-Rod Rosenstein
-Sally Yates
-Jim Clapper…",0,25743,2020-05-10 08:57:04
134,1259407088570204160,Jerry,"RT @charliekirk11: America needs answers about the Michael Flynn case:

What did Obama know and when did he know it?

Same for Joe Biden.…",0,3129,2020-05-10 08:57:03
135,1259407080403812354,Cyril O'Reilly,"RT @MoatazSHamza: @312shelly3 @HamillHimself @JoeBiden The #TaraReid allegation is the tip of the iceberg. I mean, on Iraq alone, Biden’s u…",0,8,2020-05-10 08:57:01
136,1259407075639087106,Tamasa,RT @Mhdude1Mhdude1: Three Times Joe Biden Was Reportedly Involved with the Russia Collusion Hoax https://t.co/7c2wUjhVw8,0,16,2020-05-10 08:57:00
137,1259407055926038528,RUBEN MARTINEZ,RT @mmpadellan: I don't want to hear any more damn stories or accusations of Joe Biden until the media starts hammering trump on the 25 or…,0,4436,2020-05-10 08:56:55
138,1259407051899367424,J Klingensmith,"RT @clearing_fog: Watch Lindsey in this video from 2015, and then watch what he said about Joe Biden 2.5 weeks ago.

https://t.co/437Zgth5XB",0,2,2020-05-10 08:56:54
139,1259407051257774080,Harry Ballzonyuh,"RT @charliekirk11: America needs answers about the Michael Flynn case:

What did Obama know and when did he know it?

Same for Joe Biden.…",0,3129,2020-05-10 08:56:54
140,1259407050012057601,Sorina Durante,"RT @sethjlevy: So it all timed up. 

The Flynn case blows up. 

Evidence starts to pour out. 

Obama is in the crosshairs along with all of…",0,328,2020-05-10 08:56:54
141,1259407040386158593,robert,"RT @ABC: California Gov. Gavin Newsom formally endorsed Joe Biden for president on Friday, praising the former vice president for his “deep…",0,104,2020-05-10 08:56:51
142,1259407039958151169,Tamasa,"RT @DavidJHarrisJr: There's no more denying it, Joe Biden was involved in the Russia collusion hoax and the American people want answers! h…",0,572,2020-05-10 08:56:51
